timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-10-16 23:35:00+10:00,21143.834,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:40:00+10:00,20937.739,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:45:00+10:00,20972.524,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:50:00+10:00,21033.231,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:55:00+10:00,20843.177,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:00:00+10:00,20711.507,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:05:00+10:00,20785.415,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:10:00+10:00,20723.413,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:15:00+10:00,20439.873,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:20:00+10:00,20373.522,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:25:00+10:00,20367.142,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:30:00+10:00,20411.962,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:35:00+10:00,19981.572,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:40:00+10:00,19846.488,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:45:00+10:00,19907.408,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:50:00+10:00,19658.838,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 00:55:00+10:00,19595.149,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:00:00+10:00,19719.707,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:05:00+10:00,19544.66,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:10:00+10:00,19450.736,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:15:00+10:00,19429.402,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:20:00+10:00,19334.332,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:25:00+10:00,19449.676,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:30:00+10:00,19461.982,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-17 01:35:00+10:00,19296.388,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
